Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢),Scraped_Date
01/11/2024,TOTAL,12.88,9.0,12.83,12.83,12.88,12.88,0.05,12.88,0.0,2500.0,32200.0,2025-08-23 18:33:27
01/11/2024,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,90.0,1072.8,2025-08-23 18:33:27
01/11/2024,UNIL,17.0,8.11,16.5,16.5,17.0,17.0,0.5,16.5,0.0,15000.0,255000.0,2025-08-23 18:33:27
01/11/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,174.0,71.34,2025-08-23 18:33:27
01/11/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
01/11/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
01/11/2024,GLD,453.1,218.5,450.96,450.96,453.1,453.1,2.14,453.1,0.0,1094.0,495691.4,2025-08-23 18:33:27
01/11/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
01/11/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
01/11/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
01/11/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
01/11/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
31/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,ALLGH,6.15,4.4,6.14,6.14,6.14,6.14,0.0,0.0,6.14,32.0,196.48,2025-08-23 18:33:27
31/10/2024,BOPP,25.26,21.53,25.26,25.26,25.26,25.26,0.0,26.5,0.0,100.0,2601.0,2025-08-23 18:33:27
31/10/2024,CAL,0.5,0.26,0.26,0.26,0.26,0.26,0.0,0.26,0.28,0.0,0.0,2025-08-23 18:33:27
31/10/2024,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,CMLT,0.12,0.1,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,6400.0,128.0,2025-08-23 18:33:27
31/10/2024,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0.0,0.38,0.0,319.0,121.22,2025-08-23 18:33:27
31/10/2024,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0.0,6.1,6.5,0.0,0.0,2025-08-23 18:33:27
31/10/2024,EGL,2.39,1.32,1.99,1.99,1.99,1.99,0.0,0.0,1.99,5.0,9.95,2025-08-23 18:33:27
31/10/2024,ETI,0.2,0.15,0.19,0.19,0.2,0.2,0.01,0.2,0.0,2000.0,400.0,2025-08-23 18:33:27
31/10/2024,FML,3.7,3.19,3.7,3.7,3.7,3.7,0.0,0.0,3.7,6951.0,25718.7,2025-08-23 18:33:27
31/10/2024,GCB,6.15,3.4,6.15,6.15,6.15,6.15,0.0,6.15,0.0,3224.0,19827.6,2025-08-23 18:33:27
31/10/2024,GGBL,5.16,3.4,4.7,4.7,4.7,4.7,0.0,0.0,4.7,42.0,197.4,2025-08-23 18:33:27
31/10/2024,GOIL,1.51,1.5,1.51,1.51,1.51,1.51,0.0,1.51,1.59,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MTNGH,2.43,1.39,2.11,2.11,2.16,2.16,0.05,2.16,2.3,151762.0,327732.67,2025-08-23 18:33:27
31/10/2024,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,RBGH,0.66,0.48,0.66,0.66,0.66,0.66,0.0,0.66,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,SCB,23.0,17.53,23.0,23.0,23.0,23.0,0.0,23.0,0.0,58.0,1334.0,2025-08-23 18:33:27
31/10/2024,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0.0,0.25,0.0,348.0,87.0,2025-08-23 18:33:27
31/10/2024,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0.0,1.5,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,TBL,0.83,0.82,0.83,0.83,0.83,0.83,0.0,0.83,0.0,1333.0,1106.39,2025-08-23 18:33:27
31/10/2024,TOTAL,12.85,9.0,12.85,12.85,12.8,12.83,0.02,12.86,0.0,5000.0,64163.07,2025-08-23 18:33:27
31/10/2024,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,25.0,298.0,2025-08-23 18:33:27
31/10/2024,UNIL,16.5,8.11,16.5,16.5,16.5,16.5,0.0,16.5,17.6,0.0,0.0,2025-08-23 18:33:27
31/10/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,GLD,450.96,218.5,450.19,450.19,450.5,450.96,0.77,450.96,0.0,25399.0,11453872.24,2025-08-23 18:33:27
31/10/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
31/10/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
31/10/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
31/10/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MTNGH,2.43,1.39,2.11,2.11,2.16,2.16,0.05,2.16,2.3,151762.0,327732.67,2025-08-23 18:33:27
31/10/2024,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,RBGH,0.66,0.48,0.66,0.66,0.66,0.66,0.0,0.66,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,SCB,23.0,17.53,23.0,23.0,23.0,23.0,0.0,23.0,0.0,58.0,1334.0,2025-08-23 18:33:27
31/10/2024,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0.0,0.25,0.0,348.0,87.0,2025-08-23 18:33:27
31/10/2024,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0.0,1.5,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,TBL,0.83,0.82,0.83,0.83,0.83,0.83,0.0,0.83,0.0,1333.0,1106.39,2025-08-23 18:33:27
31/10/2024,TOTAL,12.85,9.0,12.85,12.85,12.8,12.83,0.02,12.86,0.0,5000.0,64163.07,2025-08-23 18:33:27
31/10/2024,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,25.0,298.0,2025-08-23 18:33:27
31/10/2024,UNIL,16.5,8.11,16.5,16.5,16.5,16.5,0.0,16.5,17.6,0.0,0.0,2025-08-23 18:33:27
31/10/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,GLD,450.96,218.5,450.19,450.19,450.5,450.96,0.77,450.96,0.0,25399.0,11453872.24,2025-08-23 18:33:27
31/10/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
31/10/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
31/10/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
31/10/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
31/10/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,GLD,450.19,218.5,448.26,448.26,450.19,450.19,1.93,0.0,0.0,8930.0,4020219.31,2025-08-23 18:33:27
30/10/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
30/10/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
30/10/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
30/10/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
29/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,3.0,15.18,2025-08-23 18:33:27
29/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,ALLGH,6.15,4.4,6.14,6.14,6.14,6.14,0.0,0.0,6.14,1587.0,9744.18,2025-08-23 18:33:27
29/10/2024,BOPP,25.26,21.53,25.26,25.26,25.26,25.26,0.0,25.3,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,CAL,0.5,0.26,0.26,0.26,0.26,0.26,0.0,0.26,0.28,154963.0,40290.38,2025-08-23 18:33:27
29/10/2024,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,CMLT,0.12,0.1,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0.0,0.0,0.38,15.0,5.7,2025-08-23 18:33:27
29/10/2024,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0.0,6.1,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,EGL,2.39,1.32,1.99,1.99,1.99,1.99,0.0,0.0,1.99,111.0,220.89,2025-08-23 18:33:27
29/10/2024,ETI,0.19,0.15,0.19,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,FML,3.7,3.19,3.7,3.7,3.7,3.7,0.0,3.7,0.0,50.0,185.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,GCB,6.15,3.4,6.15,6.15,6.15,6.15,0.0,6.15,0.0,1200.0,7380.0,2025-08-23 18:33:27
29/10/2024,GGBL,5.16,3.4,4.7,4.7,4.7,4.7,0.0,4.7,0.0,183.0,860.1,2025-08-23 18:33:27
29/10/2024,GOIL,1.51,1.5,1.51,1.51,1.51,1.51,0.0,1.51,1.59,28.0,42.28,2025-08-23 18:33:27
29/10/2024,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,26.0,139.88,2025-08-23 18:33:27
29/10/2024,MTNGH,2.43,1.39,2.16,2.16,2.16,2.11,0.05,2.11,2.2,1815407.0,3831035.17,2025-08-23 18:33:27
29/10/2024,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,RBGH,0.66,0.48,0.66,0.66,0.66,0.66,0.0,0.66,0.0,34623.0,22851.18,2025-08-23 18:33:27
29/10/2024,SCB,22.1,17.53,22.1,22.1,22.1,22.1,0.0,23.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0.0,0.0,0.25,2588.0,647.0,2025-08-23 18:33:27
29/10/2024,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,4150.0,6225.0,2025-08-23 18:33:27
29/10/2024,TBL,0.83,0.82,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,TOTAL,12.82,9.0,12.71,12.71,12.82,12.82,0.11,12.85,0.0,3000.0,38460.0,2025-08-23 18:33:27
29/10/2024,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,5.0,59.6,2025-08-23 18:33:27
29/10/2024,UNIL,16.5,8.11,16.5,16.5,16.5,16.5,0.0,16.5,17.6,516.0,8514.0,2025-08-23 18:33:27
29/10/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,GLD,448.26,218.5,431.9,431.9,448.5,448.26,16.36,431.9,0.0,90586.0,40605670.9,2025-08-23 18:33:27
29/10/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
29/10/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
29/10/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
29/10/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
28/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,ALLGH,6.15,4.4,6.14,6.14,6.14,6.14,0.0,0.0,6.14,89.0,546.46,2025-08-23 18:33:27
28/10/2024,BOPP,25.26,21.53,25.26,25.26,25.26,25.26,0.0,25.3,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,CAL,0.5,0.26,0.26,0.26,0.26,0.26,0.0,0.24,0.26,12726.0,3308.76,2025-08-23 18:33:27
28/10/2024,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,CMLT,0.12,0.1,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0.0,0.0,0.38,530.0,201.4,2025-08-23 18:33:27
28/10/2024,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0.0,6.1,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,EGL,2.39,1.32,1.99,1.99,1.99,1.99,0.0,0.0,1.99,15.0,29.85,2025-08-23 18:33:27
28/10/2024,ETI,0.19,0.15,0.19,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,FML,3.7,3.19,3.7,3.7,3.7,3.7,0.0,3.7,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,GCB,6.15,3.4,6.15,6.15,6.15,6.15,0.0,6.15,0.0,4.0,24.6,2025-08-23 18:33:27
28/10/2024,GGBL,5.16,3.4,4.7,4.7,4.7,4.7,0.0,4.7,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,GOIL,1.51,1.5,1.51,1.51,1.51,1.51,0.0,1.51,1.59,12.0,18.12,2025-08-23 18:33:27
28/10/2024,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
28/10/2024,MTNGH,2.43,1.39,2.16,2.16,2.16,2.16,0.0,2.0,2.16,125607.0,271311.12,2025-08-23 18:33:27
28/10/2024,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,RBGH,0.66,0.48,0.66,0.66,0.66,0.66,0.0,0.66,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,SCB,22.1,17.53,22.1,22.1,22.1,22.1,0.0,23.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,SIC,0.25,0.24,0.25,0.25,0.25,0.25,0.0,0.0,0.25,117.0,29.25,2025-08-23 18:33:27
28/10/2024,SOGEGH,1.57,1.5,1.5,1.5,1.5,1.5,0.0,1.5,0.0,27.0,40.5,2025-08-23 18:33:27
28/10/2024,TBL,0.83,0.82,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,TOTAL,12.71,9.0,12.71,12.71,12.71,12.71,0.0,12.8,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,5.0,59.6,2025-08-23 18:33:27
28/10/2024,UNIL,16.5,8.11,16.5,16.5,16.5,16.5,0.0,0.0,16.5,99.0,1633.5,2025-08-23 18:33:27
28/10/2024,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.29,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,GLD,432.0,218.5,427.96,427.96,431.9,431.9,3.94,431.9,0.0,9692.0,4185974.8,2025-08-23 18:33:27
28/10/2024,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,MMH,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
28/10/2024,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
28/10/2024,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
28/10/2024,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
25/10/2024,ACCESS,4.8,3.4,4.32,4.32,4.32,4.32,0.0,4.32,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,ALLGH,6.15,4.4,6.14,6.14,6.14,6.14,0.0,0.0,6.14,349.0,2142.86,2025-08-23 18:33:27
25/10/2024,BOPP,25.26,21.53,25.21,25.21,25.26,25.26,0.05,25.25,0.0,520.0,13135.2,2025-08-23 18:33:27
25/10/2024,CAL,0.5,0.26,0.26,0.26,0.26,0.26,0.0,0.26,0.26,29282.0,7613.32,2025-08-23 18:33:27
25/10/2024,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,CMLT,0.12,0.1,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,DASPHARMA,0.4,0.33,0.38,0.38,0.38,0.38,0.0,0.0,0.38,200.0,76.0,2025-08-23 18:33:27
25/10/2024,EGH,6.2,5.48,6.1,6.1,6.1,6.1,0.0,6.1,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,EGL,2.39,1.32,1.99,1.99,1.99,1.99,0.0,0.0,1.99,1032.0,2053.68,2025-08-23 18:33:27
25/10/2024,ETI,0.19,0.15,0.19,0.19,0.19,0.19,0.0,0.19,0.0,100.0,19.0,2025-08-23 18:33:27
25/10/2024,FML,3.7,3.19,3.7,3.7,3.7,3.7,0.0,3.5,3.7,0.0,0.0,2025-08-23 18:33:27
25/10/2024,GCB,6.15,3.4,6.15,6.15,6.15,6.15,0.0,6.15,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,GGBL,5.16,3.4,4.7,4.7,4.7,4.7,0.0,0.0,4.7,60.0,282.0,2025-08-23 18:33:27
25/10/2024,GOIL,1.51,1.5,1.51,1.51,1.51,1.51,0.0,0.0,1.51,1440.0,2174.4,2025-08-23 18:33:27
25/10/2024,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
25/10/2024,MTNGH,2.43,1.39,2.16,2.16,2.16,2.16,0.0,2.0,2.16,61858.0,133613.28,2025-08-23 18:33:27
25/10/2024,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
25/10/2024,RBGH,0.66,0.48,0.66,0.66,0.66,0.66,0.0,0.66,0.0,1604.0,1058.64,2025-08-23 18:33:27
