Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢),Scraped_Date
13/06/2025,FML,4.15,3.7,4.15,4.15,4.15,4.15,0.0,4.15,0.0,230.0,954.5,2025-08-23 18:33:27
13/06/2025,GCB,8.9,6.37,8.9,8.9,8.9,8.9,0.0,8.81,8.9,156693.0,1394567.7,2025-08-23 18:33:27
13/06/2025,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0.0,6.05,6.3,498.0,3012.9,2025-08-23 18:33:27
13/06/2025,GOIL,1.99,1.52,1.99,1.99,1.99,1.99,0.0,1.99,0.0,67.0,133.33,2025-08-23 18:33:27
13/06/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,51.0,274.38,2025-08-23 18:33:27
13/06/2025,MTNGH,3.54,2.5,2.85,2.85,2.94,2.94,0.09,2.85,3.0,1406658.0,4128296.41,2025-08-23 18:33:27
13/06/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,RBGH,0.66,0.6,0.66,0.66,0.66,0.66,0.0,0.67,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,SCB,26.27,23.0,26.27,26.27,26.27,26.27,0.0,26.67,0.0,351881.0,9243913.87,2025-08-23 18:33:27
13/06/2025,SIC,1.04,0.27,1.04,1.04,1.04,1.04,0.0,1.03,1.04,323124.0,336064.96,2025-08-23 18:33:27
13/06/2025,SOGEGH,1.98,1.5,1.98,1.98,1.98,1.98,0.0,1.8,1.98,365368.0,723428.64,2025-08-23 18:33:27
13/06/2025,TBL,0.91,0.83,0.91,0.91,0.91,0.91,0.0,0.91,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,TOTAL,25.02,13.12,25.02,25.02,25.02,25.02,0.0,25.02,0.0,12.0,300.24,2025-08-23 18:33:27
13/06/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,11.92,0.0,70.0,834.4,2025-08-23 18:33:27
13/06/2025,UNIL,20.5,19.5,20.5,20.5,20.5,20.5,0.0,20.5,0.0,1.0,20.5,2025-08-23 18:33:27
13/06/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,GLD,508.31,338.83,364.7,364.7,388.43,388.43,23.73,388.43,0.0,4522.0,1756495.46,2025-08-23 18:33:27
13/06/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
13/06/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
12/06/2025,ACCESS,13.12,5.2,13.12,13.12,13.12,13.12,0.0,13.12,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,0.0,5.06,0.0,0.0,2025-08-23 18:33:27
12/06/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,0.0,0.0,2025-08-23 18:33:27
12/06/2025,BOPP,34.25,25.26,34.2,34.2,34.25,34.25,0.05,34.25,0.0,5000.0,171250.0,2025-08-23 18:33:27
12/06/2025,CAL,0.8,0.35,0.55,0.55,0.55,0.55,0.0,0.55,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.09,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,EGH,8.35,6.25,8.35,8.35,8.35,8.35,0.0,8.35,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,EGL,2.85,1.98,2.85,2.85,2.85,2.85,0.0,2.85,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,ETI,0.9,0.31,0.85,0.85,0.84,0.84,0.01,0.0,0.84,29249.0,24627.63,2025-08-23 18:33:27
12/06/2025,FML,4.15,3.7,4.15,4.15,4.15,4.15,0.0,4.15,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,GCB,8.9,6.37,8.9,8.9,8.9,8.9,0.0,8.9,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,GOIL,1.99,1.52,1.99,1.99,1.99,1.99,0.0,1.99,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
12/06/2025,MTNGH,3.54,2.5,2.85,2.85,2.85,2.85,0.0,2.86,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,RBGH,0.66,0.6,0.66,0.66,0.66,0.66,0.0,0.67,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,SCB,26.27,23.0,26.27,26.27,26.27,26.27,0.0,26.67,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,SIC,1.04,0.27,1.04,1.04,1.04,1.04,0.0,1.04,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,SOGEGH,1.98,1.5,1.98,1.98,1.98,1.98,0.0,1.98,0.0,1510.0,4318.6,2025-08-23 18:33:27
12/06/2025,TBL,0.91,0.83,0.91,0.91,0.91,0.91,0.0,1.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,TOTAL,25.02,13.12,25.02,25.02,25.02,25.02,0.0,25.02,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,UNIL,20.5,19.5,20.5,20.5,20.5,20.5,0.0,20.5,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,GLD,508.31,338.83,364.7,364.7,364.7,364.7,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
12/06/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
11/06/2025,ACCESS,13.12,5.2,13.12,13.12,13.12,13.12,0.0,13.12,2.21,25036.0,328486.0,2025-08-23 18:33:27
11/06/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1798.0,11003.76,2025-08-23 18:33:27
11/06/2025,BOPP,34.2,25.26,34.2,34.2,34.2,34.2,0.0,34.2,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,CAL,0.8,0.35,0.55,0.55,0.55,0.55,0.0,0.55,0.0,9758.0,5366.9,2025-08-23 18:33:27
11/06/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,EGH,8.35,6.25,7.61,7.61,8.35,8.35,0.74,8.35,0.0,9358.0,78139.3,2025-08-23 18:33:27
11/06/2025,EGL,2.85,1.98,2.85,2.85,2.85,2.85,0.0,2.85,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,ETI,0.9,0.31,0.85,0.85,0.85,0.85,0.0,0.0,0.0,1286.0,1093.1,2025-08-23 18:33:27
11/06/2025,FML,4.15,3.7,4.15,4.15,4.15,4.15,0.0,4.15,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,GCB,8.9,6.37,8.85,8.85,8.9,8.9,0.05,8.85,0.0,41163.0,366350.7,2025-08-23 18:33:27
11/06/2025,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,GOIL,1.99,1.52,1.99,1.99,1.99,1.99,0.0,1.99,0.0,603.0,1199.97,2025-08-23 18:33:27
11/06/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
11/06/2025,MTNGH,3.54,2.5,2.83,2.83,2.86,2.85,0.02,2.85,0.0,152110.0,433831.3,2025-08-23 18:33:27
11/06/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,RBGH,0.66,0.6,0.66,0.66,0.66,0.66,0.0,0.67,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,SCB,26.27,23.0,26.27,26.27,26.27,26.27,0.0,26.67,0.0,6.0,157.62,2025-08-23 18:33:27
11/06/2025,SIC,1.04,0.27,1.04,1.04,1.04,1.04,0.0,1.04,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,SOGEGH,1.98,1.5,1.98,1.98,1.98,1.98,0.0,1.98,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,TBL,0.91,0.83,0.91,0.91,0.91,0.91,0.0,1.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,TOTAL,25.02,13.12,25.02,25.02,25.02,25.02,0.0,25.02,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,UNIL,20.5,19.5,20.5,20.5,20.5,20.5,0.0,20.5,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,GLD,508.31,338.83,364.7,364.7,364.7,364.7,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
11/06/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
10/06/2025,ACCESS,13.12,5.2,13.12,13.12,13.12,13.12,0.0,13.12,0.0,350.0,4592.0,2025-08-23 18:33:27
10/06/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,0.0,296.0,1811.52,2025-08-23 18:33:27
10/06/2025,BOPP,34.2,25.26,34.2,34.2,34.2,34.2,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,CAL,0.8,0.35,0.55,0.55,0.55,0.55,0.0,0.0,0.0,9104.0,5007.2,2025-08-23 18:33:27
10/06/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,60.0,1.2,2025-08-23 18:33:27
10/06/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.0,0.0,104.0,39.52,2025-08-23 18:33:27
10/06/2025,EGH,7.61,6.25,7.61,7.61,7.61,7.61,0.0,0.0,0.0,37.0,281.57,2025-08-23 18:33:27
10/06/2025,EGL,2.85,1.98,2.85,2.85,2.85,2.85,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,ETI,0.9,0.31,0.85,0.85,0.85,0.85,0.0,0.0,0.0,71192.0,60628.15,2025-08-23 18:33:27
10/06/2025,FML,4.15,3.7,4.15,4.15,4.15,4.15,0.0,0.0,0.0,178.0,738.7,2025-08-23 18:33:27
10/06/2025,GCB,8.85,6.37,8.85,8.85,8.85,8.85,0.0,0.0,0.0,2312.0,20484.27,2025-08-23 18:33:27
10/06/2025,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,GOIL,1.99,1.52,1.99,1.99,1.99,1.99,0.0,0.0,0.0,511.0,1016.89,2025-08-23 18:33:27
10/06/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,0.0,22.0,118.36,2025-08-23 18:33:27
10/06/2025,MTNGH,3.54,2.5,2.81,2.81,2.85,2.83,0.02,0.0,2.85,198318.0,560101.8,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,RBGH,0.66,0.6,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,SCB,26.27,23.0,26.27,26.27,26.27,26.27,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,SIC,1.04,0.27,1.04,1.04,1.04,1.04,0.0,1.04,0.0,3600.0,3744.0,2025-08-23 18:33:27
10/06/2025,SOGEGH,1.98,1.5,1.8,1.8,1.98,1.98,0.18,0.0,0.0,5003.0,9905.94,2025-08-23 18:33:27
10/06/2025,TBL,0.91,0.83,0.91,0.91,0.91,0.91,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,TOTAL,25.02,13.12,25.02,25.02,25.02,25.02,0.0,25.0,0.0,15.0,375.3,2025-08-23 18:33:27
10/06/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,0.0,169.0,2014.48,2025-08-23 18:33:27
10/06/2025,UNIL,20.5,19.5,20.5,20.5,20.5,20.5,0.0,0.0,0.0,55.0,1127.5,2025-08-23 18:33:27
10/06/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,GLD,508.31,338.83,355.0,355.0,364.9,364.7,9.7,0.0,0.0,3571.0,1302355.0,2025-08-23 18:33:27
10/06/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
10/06/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,0.0,0.0,2025-08-23 18:33:27
09/06/2025,BOPP,34.2,25.26,34.2,34.2,34.2,34.2,0.0,34.2,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,CAL,0.8,0.35,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,EGH,7.61,6.25,7.61,7.61,7.61,7.61,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,EGL,2.85,1.98,2.85,2.85,2.85,2.85,0.0,0.0,0.0,665.0,1895.25,2025-08-23 18:33:27
09/06/2025,ETI,0.9,0.31,0.85,0.85,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,FML,4.15,3.7,4.15,4.15,4.15,4.15,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,GCB,8.85,6.37,8.85,8.85,8.85,8.85,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,GGBL,6.05,5.5,6.05,6.05,6.05,6.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,GOIL,1.99,1.52,1.99,1.99,1.99,1.99,0.0,0.0,1.99,63.0,125.37,2025-08-23 18:33:27
09/06/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,MTNGH,3.54,2.5,2.81,2.81,2.81,2.81,0.0,2.81,2.85,855.0,2436.75,2025-08-23 18:33:27
09/06/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,RBGH,0.66,0.6,0.66,0.66,0.66,0.66,0.0,0.66,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,SCB,26.27,23.0,26.27,26.27,26.27,26.27,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,SIC,1.04,0.27,1.04,1.04,1.04,1.04,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,SOGEGH,1.8,1.5,1.8,1.8,1.8,1.8,0.0,1.8,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,TBL,0.91,0.83,0.91,0.91,0.91,0.91,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,TOTAL,25.02,13.12,25.02,25.02,25.02,25.02,0.0,25.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,UNIL,20.5,19.5,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,GLD,508.31,338.83,363.67,363.67,355.0,355.0,8.67,0.0,0.0,2220.0,788100.0,2025-08-23 18:33:27
09/06/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
09/06/2025,ACCESS,8.0,5.2,8.0,8.0,8.0,8.0,0.0,8.0,8.25,0.0,0.0,2025-08-23 18:33:27
05/06/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,311.0,1903.32,2025-08-23 18:33:27
05/06/2025,BOPP,27.05,25.26,27.0,27.0,27.05,27.05,0.05,27.05,0.0,1670.0,45173.5,2025-08-23 18:33:27
05/06/2025,CAL,0.8,0.35,0.8,0.8,0.8,0.8,0.0,0.0,0.8,61786.0,49428.8,2025-08-23 18:33:27
05/06/2025,CLYD,0.05,0.03,0.04,0.04,0.05,0.05,0.01,0.05,0.0,60000.0,3000.0,2025-08-23 18:33:27
05/06/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,53315.0,1066.3,2025-08-23 18:33:27
05/06/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,82.0,31.16,2025-08-23 18:33:27
05/06/2025,EGH,6.6,6.25,6.35,6.35,6.35,6.35,0.0,6.51,0.0,9.0,58.59,2025-08-23 18:33:27
05/06/2025,EGL,2.25,1.98,2.25,2.25,2.25,2.25,0.0,2.37,0.0,0.0,0.0,2025-08-23 18:33:27
05/06/2025,ETI,0.85,0.31,0.82,0.82,0.85,0.85,0.03,0.82,0.85,51446.0,43779.1,2025-08-23 18:33:27
05/06/2025,FML,3.7,3.7,3.7,3.7,3.7,3.7,0.0,3.7,0.0,7.0,25.9,2025-08-23 18:33:27
05/06/2025,GCB,6.59,6.37,6.59,6.59,6.59,6.59,0.0,6.7,0.0,170.0,1132.1,2025-08-23 18:33:27
05/06/2025,GGBL,5.62,5.5,5.62,5.62,5.62,5.62,0.0,5.62,5.8,0.0,0.0,2025-08-23 18:33:27
05/06/2025,GOIL,1.61,1.52,1.61,1.61,1.61,1.61,0.0,1.63,0.0,0.0,0.0,2025-08-23 18:33:27
